label,unix_ts,date_token,location,timestamp_text,location_dup,facility,component,level,message,timestamp,is_anomaly,message_length,message_token_count,hour,dayofweek,has_digit,has_hex_like,has_cache_word,has_memory_word,has_network_word,level_code,facility_code,component_code,message_template,template_id,template_frequency
-,1118770834,2005.06.14,R24-M0-N6-C:J03-U11,2005-06-14-10.40.34.672693,R24-M0-N6-C:J03-U11,RAS,KERNEL,FATAL,data store interrupt caused by dcbf.........0,2005-06-14 10:40:34.672693,0,45,6,10,1,1,0,0,0,0,2,0,0,data store interrupt caused by dcbf.........<num>,11,648
-,1131060509,2005.11.03,R66-M0-NA-C:J12-U01,2005-11-03-15.28.29.686534,R66-M0-NA-C:J12-U01,RAS,KERNEL,INFO,iar 00106534 dear 02494c3c,2005-11-03 15:28:29.686534,0,26,4,15,3,1,1,0,0,0,0,0,0,iar <num> dear 02494c3c,12,247
-,1120469752,2005.07.04,R35-M1-N6-C:J13-U01,2005-07-04-02.35.52.195047,R35-M1-N6-C:J13-U01,RAS,KERNEL,INFO,generating core.24805,2005-07-04 02:35:52.195047,0,21,2,2,0,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1118768172,2005.06.14,R21-M0-NB-C:J11-U11,2005-06-14-09.56.12.363825,R21-M0-NB-C:J11-U11,RAS,KERNEL,FATAL,data address: 0x00000002,2005-06-14 09:56:12.363825,0,24,3,9,1,1,1,0,0,0,2,0,0,data address: <hex>,13,965
-,1118772313,2005.06.14,R25-M0-N1-C:J13-U11,2005-06-14-11.05.13.506285,R25-M0-N1-C:J13-U11,RAS,KERNEL,FATAL,critical input interrupt enable...0,2005-06-14 11:05:13.506285,0,35,4,11,1,1,0,0,0,0,2,0,0,critical input interrupt enable...<num>,14,413
-,1131579907,2005.11.09,R62-M0-NC-C:J13-U11,2005-11-09-15.45.07.809655,R62-M0-NC-C:J13-U11,RAS,KERNEL,INFO,iar 00106ba8 dear 0246dd7c,2005-11-09 15:45:07.809655,0,26,4,15,2,1,1,0,0,0,0,0,0,iar 00106ba8 dear 0246dd7c,15,30
-,1121313860,2005.07.13,R06-M1-NB-C:J06-U11,2005-07-13-21.04.20.721778,R06-M1-NB-C:J06-U11,RAS,KERNEL,INFO,generating core.3914,2005-07-13 21:04:20.721778,0,20,2,21,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120968860,2005.07.09,R11-M0-N3-C:J02-U01,2005-07-09-21.14.20.376635,R11-M0-N3-C:J02-U01,RAS,KERNEL,INFO,generating core.5411,2005-07-09 21:14:20.376635,0,20,2,21,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120262320,2005.07.01,R35-M1-NA-C:J08-U01,2005-07-01-16.58.40.148509,R35-M1-NA-C:J08-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,2005-07-01 16:58:40.148509,0,42,4,16,4,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1120776164,2005.07.07,R21-M1-ND-C:J07-U11,2005-07-07-15.42.44.560981,R21-M1-ND-C:J07-U11,RAS,KERNEL,INFO,635788560 double-hummer alignment exceptions,2005-07-07 15:42:44.560981,0,44,4,15,3,1,1,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1120939936,2005.07.09,R20-M0-NF-C:J02-U11,2005-07-09-13.12.16.451760,R20-M0-NF-C:J02-U11,RAS,KERNEL,INFO,generating core.25659,2005-07-09 13:12:16.451760,0,21,2,13,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120469471,2005.07.04,R36-M0-N5-C:J15-U01,2005-07-04-02.31.11.467462,R36-M0-N5-C:J15-U01,RAS,KERNEL,INFO,generating core.18272,2005-07-04 02:31:11.467462,0,21,2,2,0,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
KERNSTOR,1118709656,2005.06.13,R00-M0-N3-C:J13-U11,2005-06-13-17.40.56.295330,R00-M0-N3-C:J13-U11,RAS,KERNEL,FATAL,data storage interrupt,2005-06-13 17:40:56.295330,1,22,3,17,0,0,0,0,0,0,2,0,0,data storage interrupt,16,4035
-,1120094463,2005.06.29,R17-M0-N7-C:J06-U11,2005-06-29-18.21.03.434679,R17-M0-N7-C:J06-U11,RAS,KERNEL,INFO,344040 double-hummer alignment exceptions,2005-06-29 18:21:03.434679,0,41,4,18,2,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1122255903,2005.07.24,R36-M1-ND-C:J07-U01,2005-07-24-18.45.03.341069,R36-M1-ND-C:J07-U01,RAS,KERNEL,INFO,generating core.61010,2005-07-24 18:45:03.341069,0,21,2,18,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122133511,2005.07.23,R20-M1-N4-C:J16-U01,2005-07-23-08.45.11.231186,R20-M1-N4-C:J16-U01,RAS,KERNEL,INFO,generating core.1100,2005-07-23 08:45:11.231186,0,20,2,8,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120094686,2005.06.29,R04-M0-N2-C:J07-U11,2005-06-29-18.24.46.809701,R04-M0-N2-C:J07-U11,RAS,KERNEL,INFO,344040 double-hummer alignment exceptions,2005-06-29 18:24:46.809701,0,41,4,18,2,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1127857405,2005.09.27,R57-M1-NC-I:J18-U01,2005-09-27-14.43.25.211139,R57-M1-NC-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/linpack2/xhpl_241_no_fold: invalid or missing program image, No such file or directory",2005-09-27 14:43:25.211139,0,116,14,14,1,1,0,0,0,0,2,0,2,"ciod: error loading /bgl/apps/linpack2/xhpl_241_no_fold: invalid or missing program image, no such file or directory",17,53
-,1120937933,2005.07.09,R35-M1-N6-C:J14-U01,2005-07-09-12.38.53.305684,R35-M1-N6-C:J14-U01,RAS,KERNEL,INFO,generating core.50580,2005-07-09 12:38:53.305684,0,21,2,12,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1133448459,2005.12.01,R63-M0-NB-C:J11-U01,2005-12-01-06.47.39.160797,R63-M0-NB-C:J11-U01,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,2005-12-01 06:47:39.160797,0,142,25,6,3,1,0,0,0,0,0,0,0,<num> microseconds spent in the rbs signal handler during <num> calls. <num> microseconds was the maximum time for a single instance of a correctable ddr.,18,8550
-,1129922451,2005.10.21,R63-M1-N8-I:J18-U01,2005-10-21-12.20.51.540938,R63-M1-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /home/rfisher/sodscaling/flash2.noio: program image too big, 378741472 > 266076160",2005-10-21 12:20:51.540938,0,102,11,12,4,1,1,0,0,0,2,0,2,"ciod: error loading /home/rfisher/sodscaling/flash2.noio: program image too big, <num> > <num>",19,5
-,1120447059,2005.07.03,R37-M1-N7-C:J09-U11,2005-07-03-20.17.39.409489,R37-M1-N7-C:J09-U11,RAS,KERNEL,INFO,generating core.24946,2005-07-03 20:17:39.409489,0,21,2,20,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1118771145,2005.06.14,R27-M0-N2-C:J12-U11,2005-06-14-10.45.45.255533,R27-M0-N2-C:J12-U11,RAS,KERNEL,FATAL,floating pt ex mode 0 enable......0,2005-06-14 10:45:45.255533,0,35,6,10,1,1,0,0,0,0,2,0,0,floating pt ex mode <num> enable......<num>,20,851
-,1120092021,2005.06.29,R01-M1-ND-C:J11-U01,2005-06-29-17.40.21.262571,R01-M1-ND-C:J11-U01,RAS,KERNEL,INFO,generating core.16937,2005-06-29 17:40:21.262571,0,21,2,17,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120934960,2005.07.09,R11-M0-N1-C:J17-U01,2005-07-09-11.49.20.801507,R11-M0-N1-C:J17-U01,RAS,KERNEL,INFO,generating core.22728,2005-07-09 11:49:20.801507,0,21,2,11,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120917294,2005.07.09,R10-M0-N7-C:J08-U01,2005-07-09-06.54.54.185015,R10-M0-N7-C:J08-U01,RAS,KERNEL,INFO,generating core.14370,2005-07-09 06:54:54.185015,0,21,2,6,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1117838577,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.42.57.915514,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:42:57.915514,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1133926253,2005.12.06,R21-M0-N3-C:J03-U01,2005-12-06-19.30.53.408209,R21-M0-N3-C:J03-U01,RAS,KERNEL,INFO,"Kernel detected 3442830 integer alignment exceptions (3442823) iar 0x00544ea8, dear 0x01fc2200 (3442824) iar 0x00544eb8, dear 0x01fc2220 (3442825) iar 0x00544ea8, dear 0x01fc2240 (3442826) iar 0x00544eb8, dear 0x01fc2260 (3442827) iar 0x00544ee0, dear 0x01fc2280 (3442828) iar 0x00544ef0, dear 0x01fc22a0 (3442829) iar 0x00544ee0, dear 0x01fc22c0 (3442830) iar 0x00544ef0, dear 0x01fc22e0",2005-12-06 19:30:53.408209,0,388,46,19,1,1,1,0,0,0,0,0,0,"kernel detected <num> integer alignment exceptions (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex>",21,1443
-,1134961914,2005.12.18,R07-M1-N0-C:J17-U01,2005-12-18-19.11.54.501604,R07-M1-N0-C:J17-U01,RAS,KERNEL,INFO,"4 ddr error(s) detected and corrected on rank 0, symbol 11 over 6936 seconds",2005-12-18 19:11:54.501604,0,76,14,19,6,1,0,0,0,0,0,0,0,"<num> ddr error(s) detected and corrected on rank <num>, symbol <num> over <num> seconds",22,668
-,1118771301,2005.06.14,R27-M1-NC-C:J09-U11,2005-06-14-10.48.21.309500,R27-M1-NC-C:J09-U11,RAS,KERNEL,FATAL,debug interrupt enable............0,2005-06-14 10:48:21.309500,0,35,3,10,1,1,0,0,0,0,2,0,0,debug interrupt enable............<num>,23,403
-,1120487637,2005.07.04,R36-M0-NC-C:J13-U01,2005-07-04-07.33.57.976980,R36-M0-NC-C:J13-U01,RAS,KERNEL,INFO,generating core.1317,2005-07-04 07:33:57.976980,0,20,2,7,0,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122168621,2005.07.23,R12-M0-N1-C:J06-U01,2005-07-23-18.30.21.820071,R12-M0-N1-C:J06-U01,RAS,KERNEL,INFO,1005 floating point alignment exceptions,2005-07-23 18:30:21.820071,0,40,5,18,5,1,0,0,0,0,0,0,0,<num> floating point alignment exceptions,6,16907
-,1118772493,2005.06.14,R21-M1-NF-C:J03-U11,2005-06-14-11.08.13.783511,R21-M1-NF-C:J03-U11,RAS,KERNEL,FATAL,external input interrupt enable...0,2005-06-14 11:08:13.783511,0,35,4,11,1,1,0,0,0,0,2,0,0,external input interrupt enable...<num>,24,416
-,1133928189,2005.12.06,R22-M1-N7-C:J08-U11,2005-12-06-20.03.09.631048,R22-M1-N7-C:J08-U11,RAS,KERNEL,INFO,"Kernel detected 5110384 integer alignment exceptions (5110377) iar 0x00544ea8, dear 0x01fc92a0 (5110378) iar 0x00544eb8, dear 0x01fc92c0 (5110379) iar 0x00544ea8, dear 0x01fc92e0 (5110380) iar 0x00544eb8, dear 0x01fc9300 (5110381) iar 0x00544ee0, dear 0x01fc9320 (5110382) iar 0x00544ef0, dear 0x01fc9340 (5110383) iar 0x00544ee0, dear 0x01fc9360 (5110384) iar 0x00544ef0, dear 0x01fc9380",2005-12-06 20:03:09.631048,0,388,46,20,1,1,1,0,0,0,0,0,0,"kernel detected <num> integer alignment exceptions (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex> (<num>) iar <hex>, dear <hex>",21,1443
-,1122430740,2005.07.26,R34-M0-N7-C:J12-U01,2005-07-26-19.19.00.491489,R34-M0-N7-C:J12-U01,RAS,KERNEL,INFO,generating core.33169,2005-07-26 19:19:00.491489,0,21,2,19,1,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1135689450,2005.12.27,R37-M1-NC-C:J02-U11,2005-12-27-05.17.30.246633,R37-M1-NC-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-12-27 05:17:30.246633,0,40,5,5,1,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1125379652,2005.08.29,R30-M1-N8-I:J18-U11,2005-08-29-22.27.32.321660,R30-M1-N8-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 64 core files for program IMB-MPI1.2MB_perf,2005-08-29 22:27:32.321660,0,59,8,22,0,1,0,0,0,0,0,0,0,ciod: generated <num> core files for program imb-mpi1.2mb_perf,25,65
-,1122132852,2005.07.23,R13-M0-N5-C:J06-U11,2005-07-23-08.34.12.242380,R13-M0-N5-C:J06-U11,RAS,KERNEL,INFO,generating core.13290,2005-07-23 08:34:12.242380,0,21,2,8,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1118772501,2005.06.14,R25-M0-NF-C:J04-U01,2005-06-14-11.08.21.950227,R25-M0-NF-C:J04-U01,RAS,KERNEL,FATAL,external input interrupt enable...0,2005-06-14 11:08:21.950227,0,35,4,11,1,1,0,0,0,0,2,0,0,external input interrupt enable...<num>,24,416
-,1121598663,2005.07.17,R17-M1-NA-C:J14-U01,2005-07-17-04.11.03.588363,R17-M1-NA-C:J14-U01,RAS,KERNEL,INFO,generating core.46604,2005-07-17 04:11:03.588363,0,21,2,4,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1123993610,2005.08.13,R23-M1-N0-I:J18-U01,2005-08-13-21.26.50.079804,R23-M1-N0-I:J18-U01,RAS,KERNEL,INFO,ciod: generated 64 core files for program /bgl/apps/scaletest/performance/IMB_2.3_243_64K/IMB-MPI1.gp2,2005-08-13 21:26:50.079804,0,102,8,21,5,1,0,0,0,0,0,0,0,ciod: generated <num> core files for program /bgl/apps/scaletest/performance/imb_2.3_243_64k/imb-mpi1.gp2,26,67
-,1120446960,2005.07.03,R36-M1-NB-C:J12-U11,2005-07-03-20.16.00.429800,R36-M1-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.30993,2005-07-03 20:16:00.429800,0,21,2,20,6,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120786897,2005.07.07,R16-M0-NA-C:J14-U11,2005-07-07-18.41.37.584206,R16-M0-NA-C:J14-U11,RAS,KERNEL,INFO,generating core.63020,2005-07-07 18:41:37.584206,0,21,2,18,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1117838580,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.43.00.428176,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:43:00.428176,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1133448255,2005.12.01,R40-M0-N7-C:J10-U11,2005-12-01-06.44.15.949345,R40-M0-N7-C:J10-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,2005-12-01 06:44:15.949345,0,142,25,6,3,1,0,0,0,0,0,0,0,<num> microseconds spent in the rbs signal handler during <num> calls. <num> microseconds was the maximum time for a single instance of a correctable ddr.,18,8550
KERNDTLB,1118550859,2005.06.11,R30-M0-N9-C:J16-U01,2005-06-11-21.34.19.686080,R30-M0-N9-C:J16-U01,RAS,KERNEL,FATAL,data TLB error interrupt,2005-06-11 21:34:19.686080,1,24,4,21,5,0,0,1,0,0,2,0,0,data tlb error interrupt,27,9658
-,1117838580,2005.06.03,R02-M1-N0-C:J12-U11,2005-06-03-15.43.00.869117,R02-M1-N0-C:J12-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,2005-06-03 15:43:00.869117,0,40,5,15,4,0,0,1,1,0,0,0,0,instruction cache parity error corrected,5,6738
-,1120263319,2005.07.01,R23-M0-N3-C:J02-U01,2005-07-01-17.15.19.268655,R23-M0-N3-C:J02-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,2005-07-01 17:15:19.268655,0,42,4,17,4,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
-,1119715724,2005.06.25,R12-M1-N9-C:J07-U11,2005-06-25-09.08.44.309366,R12-M1-N9-C:J07-U11,RAS,KERNEL,INFO,generating core.8042,2005-06-25 09:08:44.309366,0,20,2,9,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1133448695,2005.12.01,R24-M1-N0-C:J14-U01,2005-12-01-06.51.35.908909,R24-M1-N0-C:J14-U01,RAS,KERNEL,INFO,"10776 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",2005-12-01 06:51:35.908909,0,164,24,6,3,1,0,0,0,0,0,0,0,"<num> total interrupts. <num> critical input interrupts. <num> microseconds total spent on critical input interrupts, <num> microseconds max time in a critical input interrupt.",7,8405
-,1119291359,2005.06.20,R17-M1-N4-C:J02-U01,2005-06-20-11.15.59.629710,R17-M1-N4-C:J02-U01,RAS,KERNEL,INFO,generating core.5967,2005-06-20 11:15:59.629710,0,20,2,11,0,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120351599,2005.07.02,R00-M0-N2-C:J05-U11,2005-07-02-17.46.39.282135,R00-M0-N2-C:J05-U11,RAS,KERNEL,INFO,generating core.4671,2005-07-02 17:46:39.282135,0,20,2,17,5,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1121311179,2005.07.13,R34-M1-N9-C:J10-U11,2005-07-13-20.19.39.312689,R34-M1-N9-C:J10-U11,RAS,KERNEL,INFO,generating core.16017,2005-07-13 20:19:39.312689,0,21,2,20,2,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1131061852,2005.11.03,R65-M1-N0-C:J08-U11,2005-11-03-15.50.52.155882,R65-M1-N0-C:J08-U11,RAS,KERNEL,INFO,iar 00106534 dear 045e145c,2005-11-03 15:50:52.155882,0,26,4,15,3,1,1,0,0,0,0,0,0,iar <num> dear 045e145c,28,279
-,1122579227,2005.07.28,R32-M0-NB-C:J12-U11,2005-07-28-12.33.47.702261,R32-M0-NB-C:J12-U11,RAS,KERNEL,INFO,generating core.2449,2005-07-28 12:33:47.702261,0,20,2,12,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120216194,2005.07.01,R21-M1-N7-C:J02-U11,2005-07-01-04.09.54.720745,R21-M1-N7-C:J02-U11,RAS,KERNEL,INFO,generating core.4699,2005-07-01 04:09:54.720745,0,20,2,4,4,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1122581293,2005.07.28,R33-M0-N1-C:J03-U11,2005-07-28-13.08.13.582940,R33-M0-N1-C:J03-U11,RAS,KERNEL,INFO,generating core.8179,2005-07-28 13:08:13.582940,0,20,2,13,3,1,0,0,0,0,0,0,0,generating core.<num>,1,107669
-,1120262280,2005.07.01,R32-M1-NE-C:J12-U01,2005-07-01-16.58.00.609559,R32-M1-NE-C:J12-U01,RAS,KERNEL,INFO,1146800 double-hummer alignment exceptions,2005-07-01 16:58:00.609559,0,42,4,16,4,1,0,0,0,0,0,0,0,<num> double-hummer alignment exceptions,0,18582
